"arc_length","p","u","v"
4.374,0.00248181,1.22613,0.235042
4.38,0.00442579,1.22342,0.233998
4.386,0.00636977,1.2207,0.232954
4.392,0.0083137,1.21799,0.231909
4.398,0.0102577,1.21528,0.230865
4.404,0.0122017,1.21257,0.229821
4.41,0.0141456,1.20986,0.228777
4.416,0.015956,1.20705,0.227679
4.422,0.0174512,1.20401,0.226455
4.428,0.0189464,1.20097,0.225231
4.434,0.0204416,1.19793,0.224007
4.44,0.0219368,1.1949,0.222783
4.446,0.0234319,1.19186,0.221559
4.452,0.0249271,1.18882,0.220335
4.458,0.0264223,1.18578,0.219111
4.464,0.0279175,1.18275,0.217887
4.47,0.0294127,1.17971,0.216664
4.476,0.0309079,1.17667,0.21544
4.482,0.032403,1.17363,0.214216
4.488,0.0338982,1.1706,0.212992
4.494,0.0353934,1.16756,0.211768
4.5,0.0368886,1.16452,0.210544
4.506,0.0383838,1.16148,0.20932
4.512,0.039879,1.15845,0.208096
4.518,0.0413742,1.15541,0.206872
4.524,0.0428694,1.15237,0.205648
4.53,0.0443645,1.14933,0.204424
4.536,0.0458597,1.1463,0.2032
4.542,0.0473549,1.14326,0.201976
4.548,0.0488501,1.14022,0.200752
4.554,0.0503453,1.13718,0.199528
4.56,0.0518405,1.13415,0.198304
4.566,0.0533357,1.13111,0.197081
4.572,0.0548309,1.12807,0.195857
4.578,0.056326,1.12503,0.194633
4.584,0.0578212,1.12199,0.193409
4.59,0.0593164,1.11896,0.192185
4.596,0.060371,1.11575,0.19101
4.602,0.0613932,1.11254,0.189839
4.608,0.0624153,1.10932,0.188667
4.614,0.0634374,1.10611,0.187496
4.62,0.0644596,1.10289,0.186325
4.626,0.0654817,1.09968,0.185154
4.632,0.0665038,1.09646,0.183983
4.638,0.067526,1.09324,0.182811
4.644,0.0685481,1.09003,0.18164
4.65,0.0695702,1.08681,0.180469
4.656,0.0705924,1.0836,0.179298
4.662,0.0716145,1.08038,0.178126
4.668,0.0726366,1.07717,0.176955
4.674,0.0736588,1.07395,0.175784
4.68,0.0746809,1.07074,0.174613
4.686,0.075703,1.06752,0.173441
4.692,0.0767252,1.0643,0.17227
4.698,0.0777473,1.06109,0.171099
4.704,0.0787695,1.05787,0.169928
4.71,0.0797916,1.05466,0.168756
4.716,0.0808137,1.05144,0.167585
4.722,0.0818359,1.04823,0.166414
4.728,0.082858,1.04501,0.165243
4.734,0.0838801,1.0418,0.164071
4.74,0.0849023,1.03858,0.1629
4.746,0.0859244,1.03536,0.161729
4.752,0.0869465,1.03215,0.160558
4.758,0.0879687,1.02893,0.159386
4.764,0.0889908,1.02572,0.158215
4.77,0.0898542,1.02245,0.157073
4.776,0.0905952,1.01914,0.155954
4.782,0.0913363,1.01584,0.154835
4.788,0.0920773,1.01253,0.153715
4.794,0.0928184,1.00922,0.152596
4.8,0.0935594,1.00592,0.151477
4.806,0.0943005,1.00261,0.150358
4.812,0.0950415,0.999305,0.149238
4.818,0.0957826,0.995999,0.148119
4.824,0.0965236,0.992692,0.147
4.83,0.0972647,0.989386,0.14588
4.836,0.0980057,0.986079,0.144761
4.842,0.0987468,0.982773,0.143642
4.848,0.0994879,0.979466,0.142523
4.854,0.100229,0.97616,0.141403
4.86,0.10097,0.972854,0.140284
4.866,0.101711,0.969547,0.139165
4.872,0.102452,0.966241,0.138045
4.878,0.103193,0.962934,0.136926
4.884,0.103934,0.959628,0.135807
4.89,0.104675,0.956321,0.134688
4.896,0.105416,0.953015,0.133568
4.902,0.106157,0.949709,0.132449
4.908,0.106898,0.946402,0.13133
4.914,0.107639,0.943096,0.13021
4.92,0.10838,0.939789,0.129091
4.926,0.109122,0.936483,0.127972
4.932,0.109863,0.933176,0.126853
4.938,0.110604,0.92987,0.125733
4.944,0.111298,0.92654,0.12463
4.95,0.111803,0.923114,0.123591
4.956,0.112308,0.919689,0.122551
4.962,0.112813,0.916263,0.121512
4.968,0.113319,0.912838,0.120472
4.974,0.113824,0.909412,0.119433
4.98,0.114329,0.905987,0.118394
4.986,0.114834,0.902562,0.117354
4.992,0.115339,0.899136,0.116315
4.998,0.115845,0.895711,0.115276
5.004,0.11635,0.892285,0.114236
5.01,0.116855,0.88886,0.113197
5.016,0.11736,0.885434,0.112158
5.022,0.117865,0.882009,0.111118
5.028,0.118371,0.878583,0.110079
5.034,0.118876,0.875158,0.10904
5.04,0.119381,0.871732,0.108
5.046,0.119886,0.868307,0.106961
5.052,0.120391,0.864882,0.105922
5.058,0.120897,0.861456,0.104882
5.064,0.121402,0.858031,0.103843
5.07,0.121907,0.854605,0.102804
5.076,0.122412,0.85118,0.101764
5.082,0.122917,0.847754,0.100725
5.088,0.123423,0.844329,0.0996856
5.094,0.123928,0.840903,0.0986462
5.1,0.124433,0.837478,0.0976069
5.106,0.124938,0.834053,0.0965676
5.112,0.125443,0.830627,0.0955282
5.118,0.125949,0.827202,0.0944889
5.124,0.126324,0.823592,0.093509
5.13,0.126673,0.819946,0.0925412
5.136,0.127023,0.8163,0.0915734
5.142,0.127372,0.812654,0.0906056
5.148,0.127721,0.809008,0.0896378
5.154,0.128071,0.805361,0.08867
5.16,0.12842,0.801715,0.0877022
5.166,0.128769,0.798069,0.0867344
5.172,0.129119,0.794423,0.0857666
5.178,0.129468,0.790776,0.0847988
5.184,0.129817,0.78713,0.083831
5.19,0.130166,0.783484,0.0828631
5.196,0.130516,0.779838,0.0818953
5.202,0.130865,0.776192,0.0809275
5.208,0.131214,0.772545,0.0799597
5.214,0.131564,0.768899,0.0789919
5.22,0.131913,0.765253,0.0780241
5.226,0.132262,0.761607,0.0770563
5.232,0.132612,0.75796,0.0760885
5.238,0.132961,0.754314,0.0751207
5.244,0.13331,0.750668,0.0741529
5.25,0.13366,0.747022,0.0731851
5.256,0.134009,0.743375,0.0722172
5.262,0.134358,0.739729,0.0712494
5.268,0.134707,0.736083,0.0702816
5.274,0.135057,0.732437,0.0693138
5.28,0.135406,0.728791,0.068346
5.286,0.135755,0.725144,0.0673782
5.292,0.136105,0.721498,0.0664104
5.298,0.136392,0.717633,0.0654857
5.304,0.136608,0.713517,0.0646106
5.31,0.136824,0.7094,0.0637355
5.316,0.137041,0.705284,0.0628603
5.322,0.137257,0.701168,0.0619852
5.328,0.137473,0.697051,0.06111
5.334,0.137689,0.692935,0.0602349
5.34,0.137905,0.688819,0.0593598
5.346,0.138122,0.684702,0.0584846
5.352,0.138338,0.680586,0.0576095
5.358,0.138554,0.67647,0.0567343
5.364,0.13877,0.672353,0.0558592
5.37,0.138986,0.668237,0.054984
5.376,0.139203,0.664121,0.0541089
5.382,0.139419,0.660005,0.0532337
5.388,0.139635,0.655888,0.0523586
5.394,0.139851,0.651772,0.0514834
5.4,0.140067,0.647656,0.0506083
5.406,0.140284,0.643539,0.0497332
5.412,0.1405,0.639423,0.048858
5.418,0.140716,0.635307,0.0479829
5.424,0.140932,0.63119,0.0471077
5.43,0.141148,0.627074,0.0462326
5.436,0.141365,0.622958,0.0453574
5.442,0.141581,0.618841,0.0444823
5.448,0.141797,0.614725,0.0436072
5.454,0.142013,0.610609,0.042732
5.46,0.142229,0.606492,0.0418569
5.466,0.142445,0.602376,0.0409817
5.472,0.142654,0.598168,0.0401225
5.478,0.142795,0.593129,0.0394078
5.484,0.142936,0.58809,0.038693
5.49,0.143077,0.583051,0.0379782
5.496,0.143217,0.578012,0.0372635
5.502,0.143358,0.572973,0.0365487
5.508,0.143499,0.567934,0.035834
5.514,0.14364,0.562895,0.0351192
5.52,0.143781,0.557856,0.0344045
5.526,0.143922,0.552817,0.0336897
5.532,0.144062,0.547778,0.032975
5.538,0.144203,0.542739,0.0322602
5.544,0.144344,0.5377,0.0315455
5.55,0.144485,0.532661,0.0308307
5.556,0.144626,0.527622,0.0301159
5.562,0.144766,0.522583,0.0294012
5.568,0.144907,0.517543,0.0286864
5.574,0.145048,0.512505,0.0279717
5.58,0.145189,0.507465,0.0272569
5.586,0.14533,0.502426,0.0265422
5.592,0.14547,0.497387,0.0258274
5.598,0.145611,0.492348,0.0251127
5.604,0.145752,0.487309,0.0243979
5.61,0.145893,0.48227,0.0236832
5.616,0.146034,0.477231,0.0229684
5.622,0.146175,0.472192,0.0222536
5.628,0.146315,0.467153,0.0215389
5.634,0.146456,0.462114,0.0208241
5.64,0.146597,0.457075,0.0201094
5.646,0.146738,0.452036,0.0193946
5.652,0.146821,0.445859,0.0188323
5.658,0.146883,0.439267,0.0183255
5.664,0.146945,0.432675,0.0178187
5.67,0.147007,0.426084,0.017312
5.676,0.147069,0.419492,0.0168052
5.682,0.147131,0.4129,0.0162984
5.688,0.147193,0.406308,0.0157917
5.694,0.147255,0.399717,0.0152849
5.7,0.147317,0.393125,0.0147781
5.706,0.147379,0.386533,0.0142713
5.712,0.147441,0.379941,0.0137646
5.718,0.147503,0.37335,0.0132578
5.724,0.147565,0.366758,0.012751
5.73,0.147627,0.360166,0.0122442
5.736,0.147689,0.353574,0.0117375
5.742,0.147751,0.346983,0.0112307
5.748,0.147813,0.340391,0.0107239
5.754,0.147875,0.333799,0.0102172
5.76,0.147937,0.327207,0.00971038
5.766,0.147999,0.320616,0.00920361
5.772,0.148061,0.314024,0.00869683
5.778,0.148123,0.307432,0.00819005
5.784,0.148185,0.30084,0.0076833
5.79,0.148247,0.294249,0.00717652
5.796,0.148309,0.287657,0.00666975
5.802,0.148372,0.281065,0.00616297
5.808,0.148434,0.274473,0.00565619
5.814,0.148496,0.267882,0.00514944
5.82,0.148558,0.26129,0.00464266
5.826,0.148634,0.253906,0.00426762
5.832,0.148734,0.24515,0.00412046
5.838,0.148834,0.236395,0.0039733
5.844,0.148934,0.227639,0.00382614
5.85,0.149034,0.218884,0.00367899
5.856,0.149134,0.210129,0.00353183
5.862,0.149234,0.201373,0.00338467
5.868,0.149335,0.192618,0.00323751
5.874,0.149435,0.183862,0.00309034
5.88,0.149535,0.175107,0.00294318
5.886,0.149635,0.166352,0.00279603
5.892,0.149735,0.157597,0.00264887
5.898,0.149835,0.148841,0.00250171
5.904,0.149935,0.140086,0.00235455
5.91,0.150036,0.13133,0.00220739
5.916,0.150136,0.122575,0.00206023
5.922,0.150236,0.11382,0.00191307
5.928,0.150336,0.105064,0.00176591
5.934,0.150436,0.0963089,0.00161875
5.94,0.150536,0.0875535,0.00147159
5.946,0.150636,0.0787981,0.00132443
5.952,0.150737,0.070043,0.00117728
5.958,0.150837,0.0612876,0.00103012
5.964,0.150937,0.0525322,0.000882956
5.97,0.151037,0.0437768,0.000735796
5.976,0.151137,0.0350213,0.000588636
5.982,0.151237,0.0262659,0.000441475
5.988,0.151337,0.0175108,0.000294321
5.994,0.151438,0.00875542,0.00014716
6,0.151538,0,0
